doc	page	section	body
2026학년도 학교회계 예산편성 및 집행지침	68	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 68 -\n      - 시험수당 편성 및 집행 기준액\n구분\n단위\n단가\n비고\n① 출 제 비\n객관식\n문제당\n4,000원\n출제위원장 \n중복 지급 불가\n※ 출제감금수당은 연속\n12시간 이상 감금 상태\n에서 출제, 문제선정, \n문제편집 및 편찬을\n담당한 경우에 한하되, \n전체 감금시간을 24로 \n나눈 일수로 지급하고 \n소숫점 첫째자리에서\n반올림\n주관식\n과목당\n100,000원\n(출제위원장 \n150,000원)\n② 채 점 비\n객관식\n10문제당\n15원\n주관식\n과목당\n150,000원\n③ 문제선정심의비\n과목당\n100,000원\n④ 문제편집,편찬비\n1일당\n30,000원\n⑤ 시험감독비\n4시간 미만\n80,000원\n4시간 이상\n100,000원\n8시간 이상\n120,000원\n⑥ 면접ㆍ실기채점비\n4시간 미만\n100,000원\n4시간 이상\n120,000원\n8시간 이상\n140,000원\n⑦ 출제감금수당, 출제관리(행정요원)\n1일당\n80,000원\n⑧ 시험관리수당\n4시간 미만\n80,000원\n4시간 이상\n100,000원\n8시간 이상\n120,000원\n⑨ 시험장 준비, 문답지 보안관리 \n   (인계·인수포함)\n1일당\n70,000원\n ※ 주의 : 법규, 조례, 규칙 등에 별도의 규정으로 단가를 정하고 있는 경우 별도의 기준에 따름(예시: 대학수학능력시험 등)\n    ◦ 강사수당\n      - 시간강사 수당\n        ․ 예산, 강사경력, 학생․학부모 의견, 기타 학교 제반 여건 고려\n        ․ 강사료, 운영 방법은 학교운영위원회 심의를 거쳐 자율적 결정\n        ․ 방과후학교, 사교육 없는 학교, 영재학급 운영 사업 등과 같이 별도의 \n운영지침, 운영계획이 있는 경우 동 지침 및 운영계획 준용
2026학년도 학교회계 예산편성 및 집행지침	69	제2편 학교회계 예산편성 및 집행지침	제2편 학교회계 예산편성 및 집행지침\n- 69 -\n      - 외부강사 수당\n        ․ 경비의 성격: 학교자체 연수계획에 의하여 학생, 교직원, 학부모 \n교육을 실시한 강사의 수당\n        ․ 강사수당은 ｢세종특별자치시 학교회계 예산편성 및 집행지침｣에서 \n정한 금액 기준으로 지급하되, 원고료, 교통비, 식비, 숙박비는 예산의 \n범위 내에서 별도로 지급할 수 있으며, 교육훈련기관의 직원을 활용한 \n경우에는 강사료를 지급하지 아니한다.\n        ※ 교통비, 식비, 숙박비 지급기준: 공무원 여비 규정에 따라 지급하되 증빙서 제출 생략 가능
2026학년도 학교회계 예산편성 및 집행지침	70	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 70 -\n      - 1인 출강 수당 편성 및 집행 기준액\n구  분\n지   급   대   상\n지급기준\n지급액\n(천원)\n공공분야\n민간분야\n특별\n강사\n1\n∘ 전‧현직 총리(급) 및 해당분야의 권위자로 기관장이 인정하는 자\n1시간\n300\n초과시간당\n200\n2\n∘ 전‧현직 장차관(급)\n∘ 전‧현직 국회의원\n∘ 전‧현직 교육감 및 이에 \n준하는 자\n∘ 전‧현직 대학교 총장(급)\n∘ 대기업 총수(회장), 국영기업체장, \n정부출연 연구기관장\n∘ 사회적 명망이 높은 \n문화‧예술‧종교인‧  기업임원(급) 및 \n이에 준하는 자로 기관장이 \n인정하는 자\n1시간\n200\n초과시간당\n150\n일반\n강사\n1\n∘ 24호봉 이상 교원 및 \n교육전문직\n∘ 5급이상 공무원\n∘ 대학 교수 이상\n∘ 대(중소)기업, 국영기업, 공사의 임원 \n(이사급 이상)\n∘ 판․검사, 변호사, 변리사, 의사, \n공인회계사, 기술사 등 자격(면허) \n소지자\n∘ 정부 출연 연구기관 연구원\n∘ 사회적 인지도가 있는 \n문화․예술․종교인․기업 임원(급) 및 \n이에 준하는 자로 기관장이 \n인정하는 자\n1시간\n160\n초과시간당\n90\n2\n∘ 23호봉 이하 교원 및 \n교육전문직\n∘ 6급이하 공무원 \n∘ 대학 강사\n∘ 대(중소)기업, 국영기업, 공사의 \n직원으로 1급에 해당하지 않는 자\n1시간\n100\n초과시간당\n50\n3\n∘ 외국어․체육․전산강사 등 강사\n1시간\n60\n초과시간당\n30\n보조강사\n∘ 각종 실기실습 보조자(전산보조 제외)\n∘ 전산 실기실습 보조자\n1시간\n40\n초과시간당\n10\n     ※ 수당지급 관련 주의 및 참고사항\n       ⁃ 특별강사로서 위 지급단가로는 교육과정운영 및 강사 초빙이 곤란하다고 인정되는 \n경우 각 기관(부서)별 예산의 범위 내에서 별도의 강사료를 정하여 지급할 수 있음\n       ⁃ 외부강사 수당 단가이므로 내부직원 지급 불가\n       ⁃ 각 기관 및 공무원 교육기관에서 공무원을 초빙하여 교육을 실시하는 경우, 타 기관 \n공무원에 대하여 강사료 지급 가능(다만, 소속직원을 강사로 활용시 소속기관 직원 \n이외의 인원이 과반수 이상을 차지하는 경우에 지급 가능)
2026학년도 학교회계 예산편성 및 집행지침	71	제2편 학교회계 예산편성 및 집행지침	제2편 학교회계 예산편성 및 집행지침\n- 71 -\n       ⁃ 부정청탁 및 금품 등 수수의 금지에 관한 법률 제10조, 동법 시행령 제25조에 따라 \n공무원 등은 시행령 제25조[별표2]의 상한액을 초과하여 지급할 수 없음\n       ⁃ 강사의 교통비, 숙박비 등 실비보상은 공무원여비규정에 따라 별도 지급이 가능함\n       ⁃ 예산 사정상 감액조정 지급 가능(단, 차하위 등급 지급액 보다 적게 지급 불가)\n       ⁃ 수강인원수에 따른 가산 가능(101명∼200명: 120%, 201명∼300명: 140%, 301명 이상: 160%)\n      - 다수인 출강 수당 편성 및 집행 기준액\n        ․ 대상 : 현대·전통 음악 및 무용 등 다수강사의 참여가 필요한 교육\n     구    분\n5인이하\n6~10인\n11인이상\n2시간미만\n50만원\n70만원\n90만원\n2시간이상\n70만원\n90만원\n110만원\n      - 강의시간 산출\n구분\n1시간 이하\n 1시간 초과~\n2시간 이하\n 2시간 초과~\n3시간 이하\n 3시간 초과 ~\n4시간 이하\n강의시간 산출 기준\n1시간\n2시간\n3시간\n4시간\n강의료지급\n기본료\n기본료+초과1시간\n기본료+초과2시간\n기본료+초과3시간\n        ※ 4시간 초과 시: 기본료(1시간) + 초과시간(기본료 1시간을 제외한 시간)\n       ※ 초과시간은 30분이상부터 1시간으로 인정, 30분 미만은 강의시간에 미포함\n       ※ 학생대상 강의는 해당 학교의 수업 시수 단위로 인정 가능\n      - 동일강사 1일 중복 출강 시 최초 1시간(기본료) 인정기준\n       ∨ 교육내용이 다른 강의(주제나 강의명이 다른 경우 포함)\n       ∨ 교육내용은 같으나, 교육대상이 다른 경우(단, 강의 간 대기 시간이 1시간 이상)\n< 예시 >\n∙ 동일강사가 동일한 강의 내용으로 하루에 A집단 오전2시간, B집단 오후 2시간으로 강의를 \n한 경우 강의료 지급은?\n  ☞ A집단(기본료+초과1시간) + B집단(기본료+초과 1시간)으로 계산하여 지급
2026학년도 학교회계 예산편성 및 집행지침	72	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 72 -\n   ◦ 원고료 \n      - 지방자치단체가 업무와 관련하여 특정인에게 원고 집필을 의뢰하거나 \n응모(공모) 등에 채택된 원고에 대한 집필료\n      - 동영상 녹화자료를 통한 다양한 연수자료 및 컨텐츠 제작료\n      - 예산편성 및 집행기준액\n항목\n구분\n단위\n단가\n원 고 료\n국    문\n외 국 어\n◦ 매\n◦ A4규격, 글자 12포인트, 행간격 160, 상․하 여백 \n20mm, 좌․우여백 25mm\n   ※ 강의시간당 3매 이내\n14,000원\n슬라이드\n자막제거\n◦ 매(강의 시간당 5매 이내, 최대 20매 인정)\n10,000원\n프리젠테이션\nPPT\n◦ 면(강의 시간당 5면 이내, 최대 20면 인정) \n10,000원\n제 작 료\n연수자료 및 \n기타 컨텐츠\n음성\n◦ 10분(40매) \n100,000원\n영상(컨텐츠)\n◦ 1분(최대 30분 인정)\n10,000원\n홍보\n콘텐츠\n영상\n영상\nA유형(출연·촬영·편집)\n◦ 5분이내(최대 10분 인정)\n100,000원\nB유형(출연·촬영)\n◦ 5분이내(최대 10분 인정)\n60,000원\nC유형(출연)\n◦ 5분이내(최대 10분 인정)\n30,000원\n숏폼 영상(출연·촬영·편집)\n◦ 1분이내\n50,000원\n일러스트, 웹툰 등\n◦ 매\n30,000원\n※ 홍보 컨텐츠 제작 단가는 유형별 최고액으로 제작 난이도에 따라 차등 적용\n※ A~C유형은 5분 기준, 초과 1분당 10,000원 추가 지급(최대 50,000원 추가)\n※ C유형은 출연 형태에 따라 집행 가능 범위 내 지급 가능\n※ 소관 업무와 관련하여 업무 매뉴얼 등 자료 제작 시 원고료 및 수당 지급 불가\n※ 같은 강의에 국문이나 PPT 등 다양한 원고를 활용할 경우 원고료 중복 지급 불가\n※ 전문성이 필요한 외주 작가 제작비, 편집비, 촬영비 등의 단가는 법규, 조례, 규칙 등에서 별도의 규정으로 \n단가를 정하고 있는 경우 별도의 기준을 따를 수 있음\n      - 기존 원고 활용 시 원고료 편성 및 지급 비율\n구분\n지급비율\n비고\n기존활용\n원 고 의\n수    정\n사 용 시\n30% 미만 수정 시 (미수정)\n미 지 급\n30~70% 미만 수정 시 (부분수정)\n50% 지급\n70% 이상 수정 시 (전체수정)\n100% 지급
2026학년도 학교회계 예산편성 및 집행지침	73	제2편 학교회계 예산편성 및 집행지침	제2편 학교회계 예산편성 및 집행지침\n- 73 -\n    ◦ 공무원 교육 강사료\n      - 자체 직장교육을 위한 강사요원으로 직장 내 교직원을 활용할 경우에는 강사료 미지급\n      - 소속공무원이 자신의 업무와 관련하여 자신이 속한 학교에서 교육을 \n실시하는 경우에는 강사료 미지급 \n< 청탁금지법에 따른 ‘외부강의 등 사례금 상한액’ >\n∙ 외부강의등 사례금의 지급제한\n  - 관련근거: 「부정청탁 및 금품 등 수수의 금지에 관한 법률」 제10조 및 같은 법 시행령 제25조, \n「세종특별자치시교육청 공무원 행동강령」 제16조\n  - 외부강의등 사례금 상한액\n구분\n공무원, 공직유관단체 임직원\n각급 학교 교직원\n학교법인ㆍ언론사 임직원\n1시간당 상한액\n40만원\n(직급별 구분 없음)\n100만원\n사례금 총액 한도\n60만원\n※ 1시간 상한액+1시간 상한액의 50%\n제한없음\n  ※ 초과사례금 수령 시: 소속기관장에게 신고하고 제공자에게 지체 없이 반환\n  ※ 외부강의등 요청기관이 국가나 지방자치단체인 경우 외부강의 사전 신고 대상에서 제외되나 상한액은 준수\n  ※ 한국교육과정평가원, 한국교육학술정보원, 국립대학법인 등 공공기관은 국가나 지방자치단체에 \n해당되지 않으므로 신고 대상임\n<「세종특별자치시교육청 공무원 행동강령」 제16조>  [별표 3]\n1. 공직자등별 사례금 상한액\n  가. 「국가공무원법」 또는 「지방공무원법」에 따른 공무원(각급 학교의 장과 교직원에 해당하는 \n사람은 제외한다): 40만원 \n  나. 「초·중등교육법」, 「고등교육법」, 「유아교육법」 및 그 밖의 다른 법령에 따라 설치된 각급 \n학교의 장과 교직원(가목에 따른 공직자에도 해당하는 경우에는 나목에 따른다): 100만원\n  다. 가목 및 나목에도 불구하고 국제기구, 외국정부, 외국대학, 외국연구기관, 외국학술단체, 그 밖에 이에 \n준하는 외국기관에서 지급하는 외부강의등의 사례금 상한액은 사례금을 지급하는 자의 지급기준에 따른다.\n2. 적용기준\n  가. 제1호가목 및 나목의 상한액은 강의 등의 경우 1시간당, 기고의 경우 1건당 상한액으로 한다.\n  나. 제1호가목에 따른 공직자등은 1시간을 초과하여 강의 등을 하는 경우에도 사례금 총액은 \n강의시간에 관계없이 1시간 상한액의 100분의 150에 해당하는 금액을 초과하지 못한다.\n  다. 제1호가목 및 나목의 상한액에는 강의료, 원고료, 출연료 등 명목에 관계없이 외부강의등 \n사례금 제공자가 외부강의등과 관련하여 공직자등에게 제공하는 일체의 사례금을 포함한다.\n  라. 다목에도 불구하고 공직자등이 소속기관에서 교통비, 숙박비, 식비 등 여비를 지급받지 못한 \n경우에는 「공무원 여비 규정」 등 공공기관별로 적용되는 여비 규정의 기준 내에서 실비수준으로 \n제공되는 교통비, 숙박비 및 식비는 제1호의 사례금에 포함되지 않는다.\n ※ 관련 법령이 개정될 경우, 개정사항 적용
2026학년도 학교회계 예산편성 및 집행지침	74	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 74 -\n    전기요금, 상하수도료\n    ◦ 공공요금의 조회‧납부시에는 자동이체 제도 및 인터넷 납부 제도를 \n적극 활용하여 절약 집행\n    ◦ 전기 사용은 한전 파워플래너 활용, 최대수요전력 장치 설치, 대기전력\n차단장치 설치 및 적정 운영 등으로 절약이 가능한 부분은 최대한 \n절약 집행하고 사적 용도로 사용 제한\n    ◦ 쾌적한 교수학습 환경조성을 위해 공공요금의 물가인상률을 감안하여 \n실소요액을 계상하여 우선 확보 \n    연료비\n    ◦ 도시가스료, 냉난방기연료비, 지역난방료, 차량유류대, 취사용기연료비 등 \n에너지 사용에 소요되는 경비\n      - 각급기관(학교)은 차량 유류 구입 시 부득이한 경우를 제외하고 ｢공공 \n기관 유류구매카드｣를 활용하여 조달청에 등록된 주유소와 비교한 \n후 유리한 조건의 주유소를 이용할 수 있음\n        ※ 공공유류구매 주유소는 나라장터 누리집(www.g2b.go.kr)를 통하여 확인 가능\n    기타 공공요금\n    ◦ 전기요금, 상하수도요금, 연료비를 제외한 우편요금, 전화요금, 인터넷 \n통신요금, 보험료, 자동차세 등 공공요금 및 제세공과금\n    ◦ 기관의 자동차세 등 공공요금 납부 시 예산절감을 위하여 선납 또는 \n일괄 납부 제도를 이용할 수 있음\n    ◦ 우편요금은 우편요금 감액제도를 활용하는 등 최대한 절약 집행\n    ◦ 각종 정책자료·홍보자료 등의 배포는 누리집, 전자우편 등을 최대한 활용\n    급식용식재료비: 급식에 소요되는 식재료비\n    우유급식비: 우유급식에 소요되는 우유구입비\n    맞춤형복지비: 교직원(교원, 직원, 교육공무직원, 특수운영직군) 맞춤형복지비
2026학년도 학교회계 예산편성 및 집행지침	75	제2편 학교회계 예산편성 및 집행지침	제2편 학교회계 예산편성 및 집행지침\n- 75 -\n    교직원복지비\n< 일반 지침 >\n∙ 교직원 맞춤형복지비를 제외한 교직원 복지비(피복비, 특근매식비, 자비부담연수비, 교직원\n보건검사비, 교직원 동호회 지원비, 교직원 생일기념 경비 등)\n∙ 고가의 문화·레저 체험비 집행 주의\n  - 1인당 단가가 높은 공연·문화행사·체험활동 등의 경비 집행 지양\n    사례) A학교(S석 최고가 뮤지컬 관람권 다수 구입), B학교(고급 재료를 활용한 체험 활동비 지급) \n∙ 업무추진비성 경비 지출 제한\n  - 교직원 행사(소통, 공감, 화합 등) 추진시 체험(연수)비 명목의 식사 및 다과 등 금지\n    사례) C학교(브런치 카페에서 교직원 행사비 집행), D학교(힐링 체험 명목의 케이터링)\n    ◦ 피복비 \n      - 피복은 본래 용도에 맞게 구입해야 하며, 개인 의복 및 고가 의류 구입 금지\n       ※ 피복비는 개인에게 직접 지급 불가하고, 반드시 물품구매 절차에 따라 구입 및 검수\n      - 소속 공무원(교육공무직원 등 포함)외의 자에게 본 과목에서 피복을 \n구매하여 지급할 수 없음\n      - 단, 방호원복과 청사 관리 요원(배움터지킴이 포함)의 작업복은 외부 \n위탁을 하지 않는 경우에 한하여 예산 범위 내에서 집행 가능 \n    ◦ 교직원 생일기념 경비 \n       - 소속 교직원*의 생일시 소액(1인당 3만원이하)의 상품권, 케익 등 지급 경비\n       * 교직원: 정규 교원, 지방공무원, 교육공무직원, 1년 이상 기간제 교원 및 교육공무직원, 특수운영\n직군, 원어민보조교사, 스포츠강사\n       ※ 세부사업-교직원복지, 세부항목-교직원생일기념경비, 원가통계비목-교직원복지로 편성\n    ◦ 특근매식비 \n      - 특근매식비 지급대상자는 정규 근무시간 개시 1시간 이전에 출근하여 \n근무하거나 근무종료 후 1시간 이상 근무하는 자 또는 휴일에 1시간 \n이상 근무하는 자\n      - 을지훈련 등 비상훈련 참가자 중 급식을 요하는 자
2026학년도 학교회계 예산편성 및 집행지침	76	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 76 -\n      - 특근매식비의 집행은 불가피한 경우를 제외하고는 기관카드, 기관\n현금영수증카드 중 선택하여 사용하는 것을 원칙으로 함\n        * 식당의 카드 수수료 절감을 위해 현금영수증카드 우선 적용, 신용카드 예외 적용\n      - 예산편성 및 집행단가: 교직원 9,000원(1인 1식) 이내\n       ※ 학부모 등의 민간인 매식비 10,000원 이내\n  나) 교육운영비\n< 일반 지침 >\n∙ 학교장 또는 학생회가 주관하는 각종 행사는 검소하고 내실 있게 치르되, 행사장을 임차할 경우 \n가능한 공공기관 건물을 활용토록 하고, 차량 임차는 가급적 억제\n∙ 관행적인 기념식 위주의 행사를 탈피하고 행사 본연의 의의를 부각시키도록 함\n∙ 행사를 개최하는 경우에는 계획 수립 단계에서부터 낭비적 요인을 제거하여 효율적인 예산 \n집행이 되도록 노력\n∙ 행사 홍보탑, 아치, 현판, 광고풍선 설치 및 전야제 행사 등은 지양\n∙ 학생 자치활동 및 행사 기념품 제작, 안내서 또는 책자의 발행은 원칙적으로 지양하되, 부득이한 \n경우 필요한 최소량으로 제작‧발행\n  ※ 행사에 참여한 초청인사 등을 대상으로 기념품을 제작할 경우 ‘업무추진비’ 목으로 편성\n∙ 학생 자치활동 및 복리증진 등을 위하여 지출하는 경비는 예산 범위 내에서 목적에 부합되게 절약 집행\n  - 단, 학급 자치활동비는 학급행사비, 학급단체 활동 등 학급단위 교육 활동 소요경비를 말하며, \n이에 대한 집행은 예산의 범위 내에서 ｢세종특별자치시 공립학교회계 규칙｣ 제5장(지출)규정에 \n의하여 집행하되, 개인에게 정액으로 지급할 수 없음\n∙ 학급운영비는 학급 운영을 위해 연간 사용할 금액을 일괄 품의 후 학교 카드 사용 또는 개산급으로 \n지급할 수 있음(단, 청소도구 등 학급 비품구입은 학교 일반운영비에서 편성) \n∙ 개산급을 받은 자는 그 사업 종료 후 5일 이내에 정산서를 작성하여 증빙서와 함께 출납원에게 \n제출하여야 함\n  ※ 단, 개산급 사용에 따른 개인 포인트 적립 등 주의 필요\n    교육운영비\n    ◦ 교구, 기자재 구입 및 유지보수비, 교육용 재료비 등\n       ※ 자산성 물품은 비품구입비 목에 편성
2026학년도 학교회계 예산편성 및 집행지침	77	제2편 학교회계 예산편성 및 집행지침	제2편 학교회계 예산편성 및 집행지침\n- 77 -\n    ◦ 교육활동숙박비 \n      - (테마식)현장체험학습, 수련활동 등 학생 단체교육활동에 따른 숙\n박비\n      - 숙박시설에서 식사까지 함께 계약하는 경우엔 숙박비에 포함 \n    ◦ 교육활동식비 \n      - (테마식)현장체험학습, 수련활동 등 학생 단체교육활동에 따른 식비\n    ◦ 교육활동교통비 \n      - 비행기표, 선박요금, 기차요금 등 임차계약에 의하지 않은 학생 단체 교육활동 교\n통비\n    ◦ 학생교육훈련비 \n       - 학생 교내외 전지훈련, 대회출전 대비 연습 등에 소요되는 학생 제 교육 훈련비\n     - 연습․훈련에 따른 학생 식비, 숙박비, 여비 등을 포함\n    ◦ 학생대회출전비 \n     - 학생대회 출전에 따른 등록비, 출전에 따른 여비, 재료비 등 제 경비\n    ◦ 학급운영비\n     - 단위학교 학급운영의 자율성‧특색적인 교육활동 필요경비로 생활\n교육, 학급행사, 자료발간 등으로 집행\n< 예  시 >\n구분\n항목\n세부사업\n학급운영비\n생활교육\n수업개선, 개별‧집단‧학부모 상담 등 생활교육에 필요한 물품\n학급행사\n환경정비, 생일잔치, 단합대회, 사제동행 등 각종행사에 따른 물품\n자료발간\n학급신문(문집), 앨범, 앨범, 영상 제작 등
2026학년도 학교회계 예산편성 및 집행지침	78	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 78 -\n< 학급운영비 집행 제한 항목 >\n∙ 학습준비물 구입\n∙ 일반적인 사무용품이나 정보화 장비의 소모품에 해당하는 물품 구입\n∙ 각종 상품권 구입\n    학습준비물\n    ◦ 학습준비물 담당 사업부서의 지침에 따름\n    학생복지비\n    ◦ 학생에게 지원하는 지원금을 제외한 학생복지에 소요되는 경비\n    ◦ 장학금, 학생자치활동비, 학생안전공제회비, 학생보건검사비, 졸업앨범, \n교복구입, 학생 정서행동 검사 및 치료비 등에 소요되는 경비\n  다) 법정부담금\n    기간제교원법정부담금\n    ◦ 기간제교원(정규‧대체 기간제교원, 시간강사 등)에게 기관(학교)이 부담\n해야 하는 법정 부담금(국민연금, 건강보험, 고용보험, 산재보험 등)\n    기간제근로자법정부담금\n    ◦ 기간제근로자(기간제 계약직, 일용직 등) 및 방과후강사에게 기관(학교)이 \n부담해야 하는 법정부담금(국민연금, 건강보험, 고용보험, 산재보험 등) \n    공무직법정부담금\n    ◦ 공무직(호봉제‧월급제 공무직 등)에게 기관(학교)이 부담해야 하는 \n법정 부담금(국민연금, 건강보험, 고용보험, 산재보험 등)
2026학년도 학교회계 예산편성 및 집행지침	79	제2편 학교회계 예산편성 및 집행지침	제2편 학교회계 예산편성 및 집행지침\n- 79 -\n 다. 여비\n \n< 공통 지침 >\n∙ 여비집행에 관한 사항은 ｢공무원 여비 규정｣ 및 ｢공무원보수 등의 업무지침 중 공무원여비 \n업무처리 기준｣에 의함\n \n구분\n지급근거\n국내여비\n｢공무원 여비 규정｣ 별표 2, 별표 5 등\n｢공무원 여비 규정｣ 별표 3, 별표 4, 별표 6의 2 등\n지방공무원 교육훈련여비 지급기준\n(「2025년 지방공무원 교육훈련 운영계획」, 운영지원과-1583, 2025.1.17.) \n국외여비\n이전비\n교육훈련비\n  1) 일반지침\n  가) 여비의 종류(영 제2조)\n구분\n내용\n운 임\n여행 목적지로 이동하기 위해 교통수단을 이용함에 있어 소요되는 비용을 충당하기 \n위한 여비 (철도운임, 선박운임, 항공운임, 자동차운임)\n숙박비\n여행 중 숙박에 소요되는 비용을 충당하기 위한 여비\n식 비\n여행 중 식사에 소요되는 비용을 충당하기 위한 여비\n일 비\n여행 중 출장지에서 소요되는 교통비, 통신비 등 각종 비용을 충당하기 위한 여비\n이전비\n근무지 외의 지역으로 부임의 명을 받거나 청사 소재지의 변경에 따라 거주지가 변동된 \n경우, 새 거주지로 이사화물을 이전하는데 소요되는 비용을 충당하기 위한 여비\n가족\n여비\n근무지 외의 지역으로 부임의 명을 받거나 청사 소재지의 변경에 따라 거주지가 변동된 \n경우, 새 거주지로 가족이 여행하는데 소요되는 비용을 충당하기 위한 여비\n준비금\n국외출장시 사전준비를 위한 비용을 충당하기 위한 여비로서 인사혁신처장이 정하는 \n항목(비자발급비, 예방접종비, 여행자보험가입비, 풍토병 예방약 구입비)\n  나) 공무로 여행하는 때에 지급되는 여비항목\n구분\n여비항목\n출장\n국내출장\n근무지내 국내출장\n1만원, 2만원 정액\n근무지외 국내출장\n운임, 식비, 숙박비, 일비\n국외출장\n운임, 식비, 숙박비, 일비, 준비금\n근무지 변경(신규임용 포함)\n부임여비, 이전비, 가족여비\n ※ ‘공무로 여행하는 때’라 함은 해당공무원이 사적용무가 아닌 공적업무를 수행하기 위해 필요한 여행을 하는 때를 의미함
2026학년도 학교회계 예산편성 및 집행지침	80	2026학년도 학교회계 예산편성 및 집행지침	2026학년도 학교회계 예산편성 및 집행지침\n- 80 -\n  다) 여비의 지급 구분(영 제3조)\n구분\n해당 공무원\n제1호\n다. 차관 또는 1급 상당 보수를 받는 공무원\n라. 유ㆍ초ㆍ중ㆍ고등학교의 교(원)장 또는 2급 및 3급(국장급만 해당) 공무원\n제2호\n가. 장학관 또는 교육연구관, 유ㆍ초・중・고등학교의 교(원)감， 14호봉 이상의 장학사・\n교육연구사 및 각급학교 교사，3급(과장급만 해당)부터 5급까지의 공무원(시간선택제 \n채용공무원 및 시간선택제 전환공무원 포함),연봉 등급 4호 및 5호에 해당하는 일반임기제공무원 \n나. 위 제1호 및 제2호가목에 해당하지 않는 공무원(「공무원보수규정」을 적용받는 공무원을 포함)\n  라) 파견자에 대한 여비지급 \n    파견 시 여비지급 \n    ◦ 파견명령에 의한 파견 시 본인 부임여비, 이전비, 가족 여비는 파견 받은 \n기관에서 지급함. 다만, 원소속 기관과 파견 받은 기관이 협의하여 \n원소속기관이 지급하기로 한 때에는 원소속기관이 지급함\n    ◦ 파견명령에 의한 파견 시 원소속기관이나 파견 받은 기관에서 파견기간을 \n출장으로 처리하여 여비를 지급할 수 없음\n    파견 받은 기관에서의 공무출장여비 지급\n    ◦ 파견 받은 기관의 공무수행을 위해 파견 받은 기관의 장이 파견자의 출장을 \n명한 경우, 파견자의 여비는 파견 받은 기관에서 이 영에 따라 지급함
2026학년도 학교회계 예산편성 및 집행지침	81	제2편 학교회계 예산편성 및 집행지침	제2편 학교회계 예산편성 및 집행지침\n- 81 -\n  마) 여비 지급 기준액\n    공무원 여비 지급 기준액\n구분\n운임\n일비\n(1일당)\n숙박비\n(1박당)\n식비\n(1일당)\n철도운임선박운임항공운임자동차운임\n제1호\n다,라\n실비\n(특실)\n실비\n(1등급)\n실비\n실비\n25,000원\n실비\n25,000원\n제2호\n실비\n(일반실)\n실비\n(2등급)\n실비\n실비\n25,000원\n실비(상한액: 서울특별시 \n100천원, 광역시 80천원, \n그 밖의 지역 70천원)\n25,000원 \n    외부 민간인에 대한 정액여비 지급 기준\n구분\n운임\n숙박비\n일비\n식비\n제1호에 준하는 민간인\n정 액\n77,000원\n25,000원\n25,000원\n제2호에 준하는 민간인\n정 액\n55,000원\n25,000원\n25,000원\n     ※ 공무원과 동행하는 외부 민간인에 대한 정액여비는 공무원과 동일하게 지급 가능\n     ※ 「공무원보수 등의 업무지침」 개정시 개정된 지급기준에 따름\n  2) 근무지내 국내출장 시의 여비\n    근무지내 국내출장의 경우 별도의 여비의 구분 없이, 출장 여행시간이 \n4시간 미만인 경우 1만원, 4시간 이상인 경우 2만원을 지급\n    운전업무를 담당하기 위해 임용된 운전원이 본연의 업무수행을 위해 차량을 \n운행하는 경우에는 여비를 지급하지 아니하되, 4시간 이상 근무지내 \n국내출장시에는 1만원을 감액하여 지급할 수 있음\n       ※ 단, 운전원도 근무지외 출장시에는 운임 및 일비, 숙박비, 식비에 따라 여비를 지급할 수 있으나, 실제 \n소요비용이 발생하지 않은 경우에는 지급하지 아니함\n    근무지내 국내출장 중 왕복 2km이내*의 근거리 출장인 경우 실비로 지급함\n구분\n실비 상한액\n4시간 미만\n1만원(운임)\n4시간 이상\n2만원(운임, 식비 1/3)\n     * 지도상의 직선거리가 아니라 근무지에서 출장지까지의 최단이동거리로 판단함\n      ※ 다만, 공용차량을 이용한 경우에는 운임은 지급하지 아니함
