doc	page	section	body
2026년도 교육공무직원 등 종합관리계획	86	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	제 4 장 복무\n\n\n제18조(복무의무) 교육공무직원은 다음 각 호의 사항을 준수하여야 한다.\n 1. 교육공무직원은 맡은 바 직무를 충실히 수행하여야 한다.\n 2. 교육공무직원은 재직 중은 물론 퇴직 후에도 직무상 지득한 비밀을 엄수하고\n  기관기밀을 누설해서는 아니 된다. 단, 「공공기관의 정보공개에 관한 법률」\n  이나 그 밖의 법령에 의하여 공개하는 경우에는 적용되지 아니한다.\n 3. 교육공무직원은 법령 및 직무상 명령을 준수하고 친절·공정하여야 하며\n  질서를 존중하여야 한다.\n 4. 교육공무직원이 고의 또는 중대한 과실로 재산상의 손해를 끼친 때에는 그\n  손해액을 배상하여야 한다.\n 5. 교육공무직원은 교육공무직원으로서 품위를 손상하거나 기관의 명예를 실추\n  시키는 행위를 하여서는 아니 된다.\n\n\n제19조(청렴의무) ① 교육공무직원은 직무와 관련하여 직접 또는 간접을 불문하고\n 사례·증여 또는 향응을 수수(授受)하여서는 아니 된다.\n ② 교육공무직원은 직무상의 관계가 있든 없든 그 소속 상관에게 증여하거나\n 소속 근로자(공무원 포함)로부터 증여를 받아서는 아니 된다.\n\n\n제20조(근로일) ① 교육공무직원의 근로일은 월~금요일을 원칙으로 하며, 업무의\n 필요성에 의하여 당사자 간 합의로 변경할 수 있다.\n ② 방학 중 비근무자의 근로일(월~금요일)은 학사일정에 따라 학기 중으로 한다.\n ③ 근로일이 아니라 하더라도 근로계약 기간 중에 특별히 날짜를 지정하여\n 근로를 요구할 때에는 특별한 사유가 있는 경우를 제외하고는 교육공무직원은\n 이를 따라야 한다.\n\n\n제21조(근로시간) ① 교육공무직원의 근로시간은 휴게시간을 제외하고 1일 8시간,\n1주 40시간을 초과할 수 없다.\n② 교육공무직원의 근로시간은 1일 8시간 범위 내에서 해당 업무 및 기관의 특\n성에 따라 조정할 수 있으며, 운영부서의 장이 필요하다고 인정하는 경우 교육\n공무직원의 동의를 얻어 연장근로를 시킬 수 있다.\n③ 교육공무직원의 휴게시간은 4시간에 30분, 8시간에 1시간의 휴게시간을 근무\n시간 도중에 주어야 한다. 이 경우 휴게시간은 근로시간에 포함되지 않는다.\n\n\n                       - 86 -
2026년도 교육공무직원 등 종합관리계획	87	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	④ 학교에 근무하는 교육공무직원의 경우 1일 근로시간은 7시간 30분으로 하\n고, 휴게시간 30분(유급)을 근로시간 도중에 부여하며, 휴게시간 30분(유급)은\n근로시간에 포함한다.\n\n\n제22조(휴일) ① 교육공무직원의 유급휴일은 다음 각 호와 같다.\n 1. 주휴일. 단, 주중 결근 시에는 무급\n 2. 「근로자의 날 제정에 관한 법률」에 의한 근로자의 날\n 3. 「관공서의 공휴일에 관한 규정」에 의한 공휴일\n 4. 재량휴업일은 개교기념일을 포함하여 연간 4일 이내\n 5. 기타 노사 합의로 결정한 날\n② 휴일이 중복될 경우에는 하나의 휴일로 처리한다.\n③ 제1항의 유급휴일의 경우, 방학 중 비근무자가 근로하지 않는 기간에는 적\n 용되지 아니한다. 단, 1월 1일(신정)과 설 연휴 3일 및 광복절은 유급휴일로\n 인정한다.\n\n\n제23조(출근․결근) ① 근로자는 업무시간 시작 전까지 출근하여 정상적인 업무수\n 행에 차질이 없도록 하여야 한다.\n ② 교육공무직원이 부득이한 사유로 결근할 때에는 사전에 승인을 받아야 한\n 다. 다만, 사전 승인을 받을 수 없을 경우에는 유선 또는 구두로   승인을 득\n 하고, 사후에 근무상황부에 의하여 승인을 받아야 한다.\n ③ 제2항의 규정에 의한 승인을 받지 않고 결근할 경우 무단결근으로 간주한다.\n\n\n제24조(지각․조퇴 및 외출 등) ① 교육공무직원이 부득이한 사유로 지각․조퇴 또는\n외출하고자 할 때에는 사전에 승인을 받아야 한다. 다만, 사전 승인을 받을 수\n없는 경우에는 유선 또는 구두로 승인을 얻되, 사후에 근무상황부에 의하여 승인을\n얻어야 한다.\n② 제1항의 규정에 의한 승인을 받지 아니하였을 경우에는 무단지각, 무단조퇴,\n 무단외출로 간주한다.\n\n\n제25조(출장) ① 교육공무직원이 업무와 관련하여 출장을 하고자 하는 때에는 사전\n 에 승인을 얻는다.\n ② 기관의 장은 제1항의 출장에 소요되는 비용에 대해 지방공무원 여비 지급 기\n 준을 준용하여 지급한다.\n\n\n                      - 87 -
2026년도 교육공무직원 등 종합관리계획	88	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	제26조(연차휴가) ① 1년간 8할 이상 근무한 교육공무직원에게는 15일의 유급휴가를\n부여한다. 다만, 근무형태에 따라 다음 각 호와 같이 부여한다.\n 1. 상시전일근무자 : 근로기준법에 따름\n 2. 방학 중 비근무자 : 상시전일근무자의 소정근무일에 비례하여 부여(단, 상시전일\n  근무자의 소정근로일 8할 이상 근무 시 전호의 부여기준에 따름)\n 3. 단시간 근로자 : 통상근로자의 근로시간에 비례하여 부여\n ② 계속하여 근로한 기간이 1년 미만인 교육공무직원 또는 1년간 8할미만 출근한 교육\n 공무직원에 대하여는 1월간 개근 시 1일의 유급휴가를 부여한다. 단, 방학 중 비근무자는\n 방학기간 해당 월 중 15일 이상 유급일수가 포함되어 있는 경우에 부여한다.\n ③ 연차유급휴가(출근율) 산정대상기간은 운영부서의 회계연도에 따르며, 회계연도\n 중간에 채용된 교육공무직원은 채용된 기간에 비례하여 연차유급휴가를 부여한다.\n ④ ①~③ 이외의 연차 유급휴가에 관한 사항은 근로기준법을 따른다.\n ⑤ 지참, 조퇴, 외출시간 등은 합산하여 연차유급휴가 일수에서 공제하며, 이\n 규정이 정한 휴가일수를 초과한 휴가는 결근으로 본다.\n\n\n제27조(병가) ① 교육공무직원이 다음 각 호의 어느 하나에 해당할 경우에는 연간\n60일의 범위 안에서 병가를 허가할 수 있다. 단, 연속하여 30일이상일 경우 해당\n기간 중 휴일은 포함한다.\n 1. 질병 또는 부상으로 인하여 직무를 수행할 수 없을 때\n 2. 전염병으로 인하여 그 근로자의 출근이 다른 사람의 건강에 영향을 끼칠 우려가 있\n  을 때\n ② 연간 60일 이내의 병가는 유급으로 하며, 병가일이 연속7일 또는 누계10일을\n 초과한 경우에는 의사의 진단서(혹은 진료확인서)를 첨부하여야 한다.\n ③ 근로계약기간이 1년 미만인 근로자에 대하여 제1항을 적용할 때에는 1년\n 을 기준으로 근무한 기간에 비례하여 부여한다.\n ④ 질병이나 부상으로 인한 지각, 조퇴 및 외출은 누계 8시간을 병가 1일로\n 계산한다.\n\n\n제28조(공가) 교육공무직원이 다음 각 호의 어느 하나에 해당하는 경우에는 이에\n직접 필요한 기간(시간)의 공가를 허가하여야 하며 유급으로 한다.\n 1. 「병역법」,「예비군법」및「민방위기본법」, 기타 다른 법령에 의한 징병검사ㆍ\n   소집ㆍ검열ㆍ점호 등에 응하거나 동원 또는 훈련에 참가할 때\n 2. 공무에 관하여 국회, 법원, 검찰, 노동위원회, 노동부 등 국가(공공)기관에\n   의해 출석을 요청받았을 때\n\n                          - 88 -
2026년도 교육공무직원 등 종합관리계획	89	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	3. 「공직선거법」 및 「국민투표법」의 규정에 따른 선거 및 투표에 참가하는 경우\n 4. 「산업안전보건법」및「국민건강보험법 시행령」에 따른 건강검진을 받을 때\n 및 급식종사자가 폐암 예방 건강검진을 받는 경우(단, 사업부서 시행계획에 따\n른 검진에 한함)\n 5. 천재지변·교통차단 및 그 밖의 사유로 출근이 불가능할 경우\n 6. 단체교섭, 노사협의회, 산업안전보건위원회에 위원으로 참석한 때\n 7. 「혈액관리법」에 따른 헌혈에 참가할 때\n 8. 「결핵예방법」에 따른 결핵 검진을 받을 때\n 9. 올림픽 ‧ 전국체전 등 국가 또는 지방 단위의 주요 행사에 참가할 때\n\n\n제29조(특별휴가) ① 교육공무직원이 다음 각 호의 어느 하나에 해당하는 경우\n특별휴가를 부여하여야 하며, 휴가기간은 유급으로 한다.\n 1. 본인의 결혼: 5일\n 2. 자녀의 결혼: 1일\n 3. 배우자의 출산: 20일\n 4. 자녀 입양: 20일(입양특례법 적용)\n 5. 배우자의 사망, 본인 및 배우자의 부모 사망: 5일\n 6. 본인 및 배우자의 조부모·외조부모 사망: 3일\n 7. 자녀 및 그 자녀의 배우자 사망: 3일\n 8. 본인 및 배우자의 형제자매 사망: 3일\n 9. 본인 및 배우자의 형제자매의 배우자 사망: 1일\n 10. 본인 및 배우자의 직계존비속의 가족돌봄: 연간 10일(무급)\n 11. 고등학생 이하 자녀를 둔 교육공무직원이 자녀의 병원진료, 자녀돌봄, 학교\n 행사 등의 참여 시: 자녀돌봄휴가 연간 2일(유급). 단, 자녀돌봄휴가는 가족돌\n 봄휴가 내 사용하며 둘째자녀부터 1일(유급)씩 추가\n 12. 교육공무직원 본인 또는 자녀의 군 입영 또는 수료: 1일(입영당일 또는 수료당일)\n 13. 인공수정 또는 체외수정 등 불임치료 시술: 연간 6일(최초 2일 유급)\n 14. 장기재직휴가: 재직기간 5년 이상 10년 미만 3일, 10년 이상 20년 미만 5일,\n 20년 이상 10일(5일 단위로 분할 사용 가능)\n 17. 학교근로자 학습휴가: 4일(제22조 제1항 4호에 따른 재량휴업일이 4일에 미\n 치지 못하는 경우 4일 한도로 부여)\n ② 제1항에 따른 경조사 휴가기간 중 휴일 또는 휴무일이 포함되어 있는 경우에는\n 이를 제외하여 휴가기간을 계산한다.\n ③ 한국방송통신대학에 재학 중인 교육공무직원이 「한국방송통신대학교 설립 및 운\n\n                        - 89 -
2026년도 교육공무직원 등 종합관리계획	90	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	영에 관한 법률」에 의한 출석․수업에 참석하기 위하여 연가일수를 초과하는\n 경우 출석수업 기간에 대하여 무급 휴가를 부여한다.\n\n\n제30조(생리휴가) 여성 교육공무직원의 청구가 있을 때에는 월 1일의 무급생리\n휴가를 주어야 한다.\n\n\n제31조(임산부의 보호) ① 임신 중인 교육공무직원에게 출산 전후를 통하여 90\n일(미숙아 출산의 경우 100일, 다태아의 경우 120일)의 보호휴가를 주어야 한\n다. 이 경우 반드시 출산 후에 45일 이상(다태아의 경우 60일)부여한다.\n ② 임신 중인 여성 교육공무직원이 유산 또는 사산하는 경우, 교육공무직원이\n 청구하면 법령이 정하는 사유 및 절차에 따라 휴가를 주여야 한다.\n ③ 출산 전후 휴가기간 중 최초 60일(다태아의 경우 75일)은 통상임금으로\n 지급하며, 나머지 30일은 관련법령에 따라 출산 전후 휴가급여를 받을 수\n 있도록 협조하며, 그 금액의 한도에서 지급책임을 면한다.\n ④ 임신 중의 여성교육공무직원이 유산·사산의 위험이 있다는 의료기관의 진\n 단서를 제출한 경우, 출산 전 어느 때라도 휴가를 나누어 사용할 수 있도록 하\n 여야 한다. 이 경우 출산 후의 휴가기간은 연속하여 45일 이상(다태아의 경우 60\n 일)이 되어야 한다.\n ⑤ 임신 중의 여성교육공무직원이 유산 또는 사산한 경우로서 당해 여성교육\n 공무직원이 청구하는 경우 「근로기준법」에 따른 유산·사산휴가를 주어야\n 한다. 교육공무직원의 출산전후휴가, 임산부 정기건강진단 및 임신기 근로시간\n 단축, 육아시간 등의 임산부 보호에 관한 사항은 「근로기준법」에서 정하는\n 바에 따른다.\n ⑥ 기관은 출산 전후 휴가 사용을 이유로 불이익한 처우를 할 수 없다.\n\n\n제32조(육아휴직) ① 6월 이상을 재직한 교육공무직원이 만 8세 이하 또는 초등\n학교 2학년 이하의 자녀(입양한 자녀를 포함한다)를 양육하기 위하여 필요하거나\n여성 교육공무직원이 임신하게 되었을 때 휴직을 신청하는 경우에 이를 허용한\n다. 다만 「남녀고용평등과 일·가정 양립 지원에 관한 법률」에 따라 허용하지 않\n는 경우 그에 따른다.\n ② 육아휴직 기간은 자녀 1명당 3년으로 하고, 1년간은 근속기간에 산입한다.\n단, 셋째 자녀 이후에 대해서는 3년을 근속기간에 포함한다.\n ③ 「남녀고용평등과 일ㆍ가정 양립 지원에 관한 법률」에 따라 같은 자녀를 대\n상으로 부모가 모두 육아휴직을 각각 3개월 이상 사용한 경우의 부 또는 모, 「한\n\n                     - 90 -
2026년도 교육공무직원 등 종합관리계획	91	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	부모가족지원법」 제4조 제1호의 부 또는 모, 고용노동부령으로 정하는 장애아동\n의 부 또는 모에 해당하는 경우 6개월을 추가로 사용할 수 있으며 이 기간은 근\n속기간에 포함한다.\n ④ 육아휴직 요건 및 절차 등에 관한 「남녀고용평등과 일·가정 양립 지원에\n 관한 법률」 등 관련 규정에 의한다.\n ⑤ 육아휴직은 3회에 한정하여 나누어 사용할 수 있다.\n\n\n제33조(육아기 근로시간 단축) ① 육아기 근로시간 단축에 관한 사항은 「남녀고\n용평등과 일·가정 양립 지원에 관한 법률」 및 같은 법 시행령을 따른다.\n ② 세부운영 사항은 총괄부서가 정하는 별도 지침에 따른다.\n\n\n제34조(육아시간 등) ① 교육청은 생후 1년 미만의 유아를 가진 여성 조합원이\n청구하면 1일 2회, 각각 30분 이상의 유급 수유시간을 주어야 한다.\n② 만 8세 또는 초등학교 2학년 이하의 자녀를 가진 근로자는 36개월의 범위에\n서 자녀돌봄, 육아 등을 위한 1일 최대 2시간의 유급 육아시간을 사용할 수 있\n다. 다만, 제1항의 유급 수유시간을 사용하는 여성 근로자의 경우 육아시간은\n유급 수유시간을 포함하여 1일 최대 2시간으로 한다.\n③ 육아시간은 ‘육아휴직’ 또는 ‘육아기근로시간 단축’ 중이 아닌 기간에\n별도로 부여한다.\n제35조(휴직) ① 교육감은 교육공무직원이 다음 각 호의 어느 하나에 해당하는\n사유로 휴직을 신청하는 경우 휴직을 허가할 수 있다.\n 1. 업무 외 부상 또는 질병으로 14일 이상의 장기요양(난임·불임 치료 포함)을 요할\n  때: 1년. 단, 1회에 한하여 1년의 범위에서 연장 가능 (진단서 제출)\n 2. 「남녀고용평등 및 일·가정양립지원에 관한 법률」에 따른 가족돌봄휴직\n  을 신청한 경우: 연간 최대 90일(분할 사용 가능)\n 3. 「병역법」, 「병력동원소집 및 전시근로소집 규정」 등 관련볍령에 따른\n징·소집기간: 해당기간\n 4. 노조전임자의 휴직: 전임기간\n 5. 업무상 질병, 부상: 공단에서 정한 요양기간\n 6. 공직선거 출마: 예비후보등록일부터 휴직 인정, 공직에 취임한 경우 임기동\n  안, 낙선한 경우 10일 이내 복직원 제출\n 7. 외국에서 근무․유학 또는 연수하게 되는 배우자 동반: 2년 이내로 하되 부\n  득이한 경우에는 1년의 범위내에서 연장 가능\n ② 휴직기간 중에는 임금을 지급하지 아니한다. 단, 관련법령에 의한 경우 그에 따른다.\n\n                       - 91 -
2026년도 교육공무직원 등 종합관리계획	92	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	③ 휴직자는 휴직기간 중이라도 본 규칙을 준수하여야 하며, 임용기관의 장의\n 허가 없이 타 직업에 종사하지 못하며, 거주지, 신분관계 등에 변동이 발생한\n 경우에는 즉시 임용기관의 장에게 신고하여야 한다.\n ④ 휴직 중인 교육공무직원에게 부득이한 사유가 발생하여 휴직기간을 연장하\n 고자 하는 경우에는 기존 휴직 만료 예정일의 30일 전까지 휴직연장원을 제\n 출하여야 하며, 교육감은 남은 휴직기간 범위 내에서 연장을 허용할 수 있다.\n\n\n제36조(휴직자 처우 및 복직) ① 휴직 중인 교육공무직원은 휴직기간 만료 전 30일\n 까지 임용기관의 장에게 복직원을 제출하여야 하며 휴직기간이 만료되면 당연히\n 복직된다.\n ② 휴직 중인 교육공무직원은 휴직기간 중 그 사유가 소멸되면 10일 이내에\n 임용기관의 장에게 복직원을 제출하여야 하며, 임용기관의 장은 지체 없이\n 복직을 명하여야 한다. 다만 육아휴직 및 가족돌봄휴직의 경우에는 「남녀고용\n 평등과 일·가정 양립지원에 관한 법률 시행령」에서 정하는 바에 따른다.\n ③ 휴직 중인 교육공무직원이 휴직기간 중 그 사유가 소멸되지 않았으나 조기에 복\n 직을 하고자 하는 경우에는 휴직 만료 예정일의 30일 전까지 임용기관의 장에\n 게 복직원을 제출하여야 한다.\n ④ 휴직기간이 만료되거나 만료전이라도 휴직사유가 소멸되어 휴직자가 복직\n 하고자 할 때에는 임용기관의 장은 원직에 복직시키되, 원직소멸 등 특별한 사\n 정이 있을 경우 본인의 의사와 기관의 형편 등을 고려하여 복직시킨다.\n ⑤ 제1~2항에 의한 기간에 복직원을 제출하지 않아 교육감이 복직명령을 내렸음\n 에도 불구하고 휴직자가 이에 응하지 않은 경우 고용관계는 자동 종료된다.\n ⑥ 제35조의 휴직 종료 후 복직하였을 때에는, 휴직기간은 근속년수에 포함하고,\n 휴직 이전과 다른 불이익 처우를 하지 않는다. 단, 병역법에 따른 군복무 기간과\n 제35조1항1호에 의한 기간은 근속년수에 포함하지 아니한다.\n ⑦ 제35조1항2호(가족돌봄휴직)의 기간은 근속기간에 포함한다.\n ⑧ 「산업재해보상보험법」상의 업무상 재해로 인정된 휴직기간 중의 임금은\n 1년(기간 중의 휴일을 포함한다.)의 범위 내에서 동법에 따라 지급받은 휴업급\n 여와의 임금 차액을 보전한다.\n\n\n                      - 92 -
2026년도 교육공무직원 등 종합관리계획	93	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	제 5 장 임      금\n\n\n제37조(임금) ① 교육공무직원의 임금의 수준은 담당업무의 전문성, 난이도 및\n 책임의 정도에 따라 최저임금 이상의 월급제, 일급제, 시급제 등의 형태로 교육감이\n 정한 지급기준에 따라 산정한다.\n ② 월급제 교육공무직원이거나 매월 임금을 지급하는 경우, 월중 입퇴사 등 신분\n 변동이나 결근 등의 사유가 발생할 경우 해당 항목의 성격에 따라 정해진\n 기준에 의거 일할 또는 월할 계산하며, 기지급한 임금이 있을 경우 공제한다.\n\n\n제38조(임금의 지급) ① 임금은 특별히 정한 경우를 제외하고, 매월 1회 통화로서\n직접 교육공무직원에게 전액을 지급한다.\n ② 임금 산정 및 지급은 매월 초일~말일까지 산정하여 당월 17일에 지급한다.\n 다만 17일이 관공서의 공휴일 또는 토요일인 때에는 그 전일을 임금 지급일로\n 한다.\n ③ 제1항의 규정에도 불구하고 다음 각 호에 해당하는 것은 임금 지급 시 공\n 제 한다.\n 1. 근로소득세, 주민세\n 2. 건강(장기요양), 국민, 고용보험료 근로자 부담금\n 3. 기타 법령에 의하거나 노사합의에 의해 공제되는 금액\n ④ 제2항의 규정에도 불구하고 당사자간 합의로 다른 일자에 지급할 수 있다.\n\n\n제39조(연장근로수당) 연장근로에 대해서는 통상임금의 100분의 50을 가산하여\n 지급한다.\n\n\n제40조(야간근로수당) 야간근로(오후 10시부터 오전 6시까지 사이의 근로)에\n 대하여는 통상임금의 100분의 50을 가산하여 지급한다.\n\n\n제41조(휴일근로수당) 휴일근로에 대해서는 통상임금의 100분의 50을 가산하여\n 지급한다.\n\n\n제42조(보상휴가제) 근로자대표와 서면합의에 따라 연장․야간․휴일근로에 대하여\n 임금을 지급하는 것에 갈음하여 휴가를 부여할 수 있다.\n\n\n                     - 93 -
2026년도 교육공무직원 등 종합관리계획	94	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	제43조(퇴직급여) 교육공무직원에게 지급하는 퇴직급여 제도에 관하여는「근로자\n 퇴직급여 보장법」이 정하는 대로 따르며, 「근로자퇴직급여 보장법 시행령」\n 제3조의 사유로 교육공무직원이 퇴직금 중간정산을 요청한 경우 퇴직하기 전\n 이라도 계속 근로기간에 대한 퇴직급여를 중간 정산하여 지급할 수 있다. 이\n 경우 중간 정산하여 지급한 후의 퇴직금 산정을 위한 계속 근로기간은 정산\n 시점부터 새로이 기산한다.\n\n\n                  제 6 장    표창 및 징계\n\n\n제44조(표창) 다음 각 호의 어느 하나에 해당하는 교육공무직원에 대하여는 표창\n 할 수 있다.\n 1. 근무실적이 탁월한 자\n 2. 교육발전에 크게 공헌 한 자\n 3. 대외적으로 교육기관의 명예를 높인 자\n\n\n제45조(징계사유) ① 교육공무직원에게 다음 각 호의 어느 하나에 해당하는 사유\n 가 발생하였을 때에는 인사위원회의 의결을 거쳐 징계할 수 있다.\n 1. 이 규정과 이 규정에 의한 명령이나 지시에 위반한 자\n 2. 업무상 정당한 지휘, 명령에 불복종하거나 직장 내 질서를 문란케 한 자\n 3. 공금을 유용 착복 또는 배임하거나, 업무상 기밀을 누설하여 손해를 끼친 때\n 4. 업무상 및 업무 외를 불문하고 사회적으로 물의를 일으키거나 본청의 위신을\n 손상시킨 자\n 5. 고의 또는 과실로 각급기관의 시설, 기물, 집기 등을 훼손시킨 자\n 6. 안전 및 보건상의 의무를 위반한 자\n 7. 금고이상의 유죄 판결이 확정된 자\n 8. 채용권자의 승인 없이 결근 ․ 지각 ․ 조퇴 ․ 근무 장소 이탈 등 근무태도가 불량한 때\n 9. 제19조의 청렴의무를 위반한 경우\n 10. 업무수행능력이 현저히 부족하거나, 업무태만의 정도가 심한 경우\n 11. 제66조의 직장 내 괴롭힘 행위를 한 자\n 12. 성희롱․성폭력 등 성 관련 비위행위 또는 음주운전을 한자\n 13. 기타 사회통념상 위 각 호에 준하는 사유에 해당된다고 인정된 때\n② 징계 사유에 대한 입증책임은 징계를 요청한 측에 있다.\n\n\n                          - 94 -
2026년도 교육공무직원 등 종합관리계획	95	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	제46조(징계의 종류 등) ① 징계는 해고·정직·감봉·견책으로 하며, 징계가 아닌\n신분상 처분은 경고․주의로 구분한다.\n 1. 해고는 근로계약을 해지하는 것으로 한다.\n 2. 정직은 1개월 이상 3개월 이하의 기간으로 하고, 그 기간 중 신분은 유지하나\n  직무에 종사하지 못하며, 임금은 지급하지 아니한다.\n 3. 감봉은 1개월 이상 3개월 이하의 기간으로 하고, 1회의 감액이 평균임금의 1일분의\n  2분의 1을, 감봉 총액은 1임금 지급기의 임금 총액의 10분의 1을 초과하지\n  못한다.\n 4. 견책은 과실에 대하여 서면으로 결과를 통보한다.\n 5. 경고는 과실에 대해 경고장을 교부한다.\n 6. 주의는 과실에 대해 주의촉구서를 교부한다.\n ② 제1항 제1호에서 제4호의 경우 인사위원회의 의결을 거친다.\n ③ 교육공무직원의 징계 기준은 별표 1과 같다.\n\n\n제47조(징계절차) ① 교육공무직원에 대한 징계는 다른 법령에서 규정하고 있는\n 경우를 제외하고는 본 규칙에서 정한 인사위원회의 의결에 따른다.\n ② 총괄·사업·운영부서의 장은 징계의결요구서에 심의에 참고 되는 사항을\n 기재하여 인사위원회에 징계를 요청하여야 한다.\n ③ 위원장은 징계의결 요구서를 받은 날부터 30일 이내에 징계에 관한 의결을\n 하여야 한다. 다만, 부득이한 사유가 있을 때에는 30일의 범위에서 그 기한을\n 연장할 수 있다.\n ④ 위원장은 인사위원회 회의 7일 전까지 징계 대상 교육공무직원에게 출석\n 통지서에 의하여 인사위원회에 출석할 것을 통지하여야 한다.\n ⑤ 징계대상 교육공무직원이 출석을 원하지 않는다는 의사를 표명한 경우에는\n 그 사실을 기록에 명기하고 서면심사만으로 징계 의결할 수 있다. 이 경우 해당\n 교육공무직원은 서면진술서를 제출할 수 있다.\n ⑥ 징계대상 교육공무직원이 출석통지서 수령을 거부하거나 출석통지를 받고도\n 정당한 이유 없이 출석하지 아니하는 경우에는 위원회에서의 진술권을 포기한\n 것으로 본다. 다만, 징계대상 교육공무직원은 출석통지서 수령을 거부한 경우\n 에도 인사위원회에 출석하여 진술할 수 있다.\n ⑦ 인사위원회는 징계 대상 교육공무직원에게 충분히 진술할 수 있는 기회를\n 부여하여야 하며, 서면 또는 구두로 자기에게 유리한 사실을 진술하거나 증거를\n 제출하게 할 수 있다.\n ⑧ 인사위원회는 징계 대상 교육공무직원에게 징계사유에 해당하는 사실에 관한\n\n                       - 95 -
2026년도 교육공무직원 등 종합관리계획	96	▪ (참고1) 세종특별자치시교육청 교육공무직원 취업규칙	심문을 할 수 있으며, 필요한 경우 관계인의 출석을 요구하여 질문할 수 있다.\n ⑨ 인사위원회는 징계 안건을 심의할 때에는 입증자료의 적부와 징계심의\n 대상자의 소행과 평소 근무태도, 공적, 비위동기, 반성태도의 유무 등의 정상\n 참작과 징계요구권자의 의견을 종합적으로 검토하여 징계사유 및 양정기준에\n 따라 징계한다.\n ⑩ 인사위원회에서 징계요구권자는 징계심의에 앞서 각 위원에게 징계사유 및\n 동기, 징계요구권자의 의견 등을 충분히 설명하여야 한다.\n ⑪ 인사위원회의 의결 시 출석위원 3분의 2 이상의 찬성으로 의결하며, 징계의결\n 서를 작성한다.\n ⑫ 제11항의 절차에 따라 징계의결이 결정되면 징계의결대장에 등재하여야 한다.\n ⑬ 징계처분은 징계대상자의 총괄부서의 장이 행한다.\n ⑭ 징계처분권자는 징계의결서를 받은 날로부터 15일 이내에 이를 집행하여야\n 하며 징계처분사유 설명서에 징계의결서 사본을 첨부하여 징계처분을 받은 자\n 에게 교부하여야 한다.\n\n\n제48조(직위해제) ① 임용기관 및 총괄부서의 장은 다음 각 호의 어느 하나에\n 해당하는 경우 업무를 부여하지 아니할 수 있다.\n 1. 중징계(해고, 정직) 의결이 요구되고 있는 사람\n 2. 형사사건으로 기소된 사람(약식명령이 청구된 사람은 제외한다)\n 3. 성범죄 및 아동학대 관련 범죄로 감사부서나 수사기관으로부터 조사ㆍ수사\n     중인 사람\n ② 임용기관 및 총괄부서의 장은 제1항에 따른 사유가 소명되면 지체 없이\n 직위를 부여하여야 한다.\n ③ 직위해제 기간의 임금은 평균임금의 70%를 지급한다.\n\n\n                 제 7 장 근무평정\n\n\n제49조(근무성적의 평정) ① 운영부서의 장은 교육공무직원에 대하여 2월 말일과\n 월 말일을 기준으로 연 2회 근무성적평가를 실시한다. 다만, 필요하다고 인정\n 8\n\n\n 하는 경우 평정 기준 일을 달리 정할 수 있다.\n ② 운영부서의 장은 제1항에도 불구하고 다음 각 호의 어느 하나에 해당하는\n 경우 근무성적 평가를 생략할 수 있다.\n 1. 근무성적 평가대상 기간 중 실제 근무한 기간이 3개월 미만인 사람\n\n\n                     - 96 -
